CustomerID,risk_score,risk_band,churn_probability,Tenure Months,Contract,Internet Service,Monthly Charges,recommended_actions
4912-PIGUY,94,High,0.9381,1,Month-to-month,Fiber optic,84.6,Offer a term contract; Add Online Security (incentive)
5046-NUHWD,54,Medium,0.5403,29,Month-to-month,DSL,45.0,Offer a term contract; Add Tech Support
1156-ZFYDO,54,Medium,0.5403,1,Month-to-month,No,19.75,Offer a term contract; Move to automatic payment
2325-WINES,54,Medium,0.5402,32,One year,Fiber optic,104.05,Add Online Security (incentive); Add Tech Support
7426-GSWPO,54,Medium,0.5401,64,Month-to-month,Fiber optic,103.5,Offer a term contract; Add Tech Support
2676-ISHSF,54,Medium,0.5397,1,Month-to-month,No,20.3,Offer a term contract; Move to automatic payment
9776-OJUZI,54,Medium,0.5392,65,Month-to-month,Fiber optic,95.45,Offer a term contract; Add Online Security (incentive)
0239-OXEXL,54,Medium,0.5392,46,Month-to-month,Fiber optic,84.25,Offer a term contract; Add Tech Support
7302-ZHMHP,54,Medium,0.5391,1,Month-to-month,No,19.15,Offer a term contract; Move to automatic payment
6133-OZILE,54,Medium,0.539,18,Month-to-month,DSL,35.2,Offer a term contract; Add Online Security (incentive)
8979-CAMGB,54,Medium,0.5385,64,One year,Fiber optic,102.1,Add Online Security (incentive); Move to automatic payment
2018-PZKMU,54,Medium,0.5385,9,Month-to-month,Fiber optic,103.1,Offer a term contract; Add Online Security (incentive)
3071-VBYPO,54,Medium,0.5384,3,Month-to-month,Fiber optic,89.85,Offer a term contract; Add Tech Support
1698-XFZCI,54,Medium,0.5382,61,One year,Fiber optic,107.75,Add Tech Support; Move to automatic payment
1564-HJUVY,54,Medium,0.5381,4,Month-to-month,DSL,63.75,Offer a term contract; Add Online Security (incentive)
4976-LNFVV,54,Medium,0.5379,19,Month-to-month,DSL,34.3,Offer a term contract; Add Online Security (incentive)
6652-YFFJO,54,Medium,0.5374,11,Month-to-month,DSL,64.9,Offer a term contract; Add Online Security (incentive)
4391-LNRXK,54,Medium,0.5373,22,Month-to-month,Fiber optic,94.95,Offer a term contract; Add Online Security (incentive)
2761-XECQW,54,Medium,0.537,8,Month-to-month,DSL,43.35,Offer a term contract; Add Online Security (incentive)
3727-JEZTU,54,Medium,0.537,1,Month-to-month,No,20.4,Offer a term contract; Move to automatic payment
2654-VBVPB,54,Medium,0.5369,1,Month-to-month,No,19.9,Offer a term contract
1024-KPRBB,54,Medium,0.5364,38,One year,Fiber optic,89.1,Add Online Security (incentive); Add Tech Support
8734-DKSTZ,54,Medium,0.5363,10,Month-to-month,Fiber optic,85.95,Offer a term contract; Add Online Security (incentive)
5515-RUGKN,54,Medium,0.5362,8,Month-to-month,DSL,54.75,Offer a term contract; Add Online Security (incentive)
2750-BJLSB,54,Medium,0.536,47,One year,Fiber optic,103.7,Move to automatic payment
1600-DILPE,54,Medium,0.536,12,Month-to-month,DSL,45.0,Offer a term contract; Add Online Security (incentive)
4320-QMLLA,54,Medium,0.5356,7,Month-to-month,DSL,54.85,Offer a term contract; Add Online Security (incentive)
9494-BDNNC,54,Medium,0.5353,66,One year,Fiber optic,95.3,Add Online Security (incentive); Add Tech Support
2720-FVBQP,54,Medium,0.5353,6,Month-to-month,DSL,48.95,Offer a term contract; Add Online Security (incentive)
7634-WSWDB,53,Medium,0.5348,8,Month-to-month,DSL,38.5,Offer a term contract; Add Tech Support
5168-MSWXT,53,Medium,0.5346,8,Month-to-month,Fiber optic,94.75,Offer a term contract; Add Online Security (incentive)
6728-WYQBC,53,Medium,0.5345,1,Month-to-month,No,20.95,Offer a term contract
5868-YTYKS,53,Medium,0.5338,1,Month-to-month,No,20.25,Offer a term contract; Move to automatic payment
5780-INQIK,53,Medium,0.5338,8,Month-to-month,DSL,49.4,Offer a term contract; Add Online Security (incentive)
2067-QYTCF,53,Medium,0.5336,64,Month-to-month,Fiber optic,111.15,Offer a term contract; Add Online Security (incentive)
1194-SPVSP,53,Medium,0.5334,1,Month-to-month,No,19.65,Offer a term contract
6710-HSJRD,53,Medium,0.5327,61,Month-to-month,Fiber optic,114.1,Offer a term contract; Add Online Security (incentive)
6624-JDRDS,53,Medium,0.5322,6,Month-to-month,DSL,29.45,Offer a term contract; Add Tech Support
8597-CWYHH,53,Medium,0.5321,43,One year,Fiber optic,94.35,Add Online Security (incentive); Add Tech Support
7398-LXGYX,53,Medium,0.5321,44,Month-to-month,Fiber optic,84.8,Offer a term contract; Add Tech Support
2866-IKBTM,53,Medium,0.5317,1,Month-to-month,No,19.55,Offer a term contract; Move to automatic payment
9142-KZXOP,53,Medium,0.5315,44,Month-to-month,Fiber optic,68.85,Offer a term contract; Add Online Security (incentive)
4123-FCVCB,53,Medium,0.5315,12,One year,DSL,75.85,Add Online Security (incentive); Move to automatic payment
9842-EFSYY,53,Medium,0.5308,4,Month-to-month,DSL,57.2,Offer a term contract; Add Tech Support
6897-UUBNU,53,Medium,0.5308,29,Month-to-month,Fiber optic,89.65,Offer a term contract; Add Online Security (incentive)
4188-FRABG,53,Medium,0.5305,57,Month-to-month,Fiber optic,103.05,Offer a term contract; Move to automatic payment
9505-SQFSW,53,Medium,0.5292,3,Month-to-month,DSL,40.3,Offer a term contract; Add Online Security (incentive)
5370-IIVVL,53,Medium,0.5285,37,One year,Fiber optic,104.5,Add Online Security (incentive)
7047-FWEYA,53,Medium,0.5283,46,One year,Fiber optic,103.15,Add Online Security (incentive); Move to automatic payment
8069-YQQAJ,53,Medium,0.528,14,Month-to-month,DSL,31.1,Offer a term contract; Add Online Security (incentive)
3308-MHOOC,53,Medium,0.5279,1,Month-to-month,No,19.2,Offer a term contract; Move to automatic payment
6859-RKMZJ,53,Medium,0.5274,11,Month-to-month,DSL,55.05,Offer a term contract; Add Online Security (incentive)
4324-AHJKS,53,Medium,0.5274,5,Month-to-month,DSL,55.8,Offer a term contract; Add Tech Support
1663-MHLHE,53,Medium,0.5271,1,Month-to-month,No,19.2,Offer a term contract; Move to automatic payment
7245-JMTTQ,53,Medium,0.5267,51,One year,Fiber optic,111.5,Add Online Security (incentive); Move to automatic payment
2806-MLNTI,53,Medium,0.5261,52,One year,Fiber optic,105.1,Add Online Security (incentive); Add Tech Support
6579-JPICP,53,Medium,0.5253,1,Month-to-month,No,20.4,Offer a term contract; Move to automatic payment
5671-UUNXD,52,Medium,0.5246,50,One year,Fiber optic,100.65,Add Online Security (incentive); Move to automatic payment
1685-VAYJF,52,Medium,0.5244,11,Month-to-month,DSL,45.2,Offer a term contract; Add Online Security (incentive)
1436-ZMJAN,52,Medium,0.5243,10,Month-to-month,DSL,67.8,Offer a term contract; Add Online Security (incentive)
9441-QHEVC,52,Medium,0.5241,1,Month-to-month,No,19.1,Offer a term contract; Move to automatic payment
0999-QXNSA,52,Medium,0.5241,7,Month-to-month,DSL,45.75,Offer a term contract; Add Online Security (incentive)
1100-DDVRV,52,Medium,0.5238,17,Month-to-month,DSL,49.8,Offer a term contract; Add Online Security (incentive)
5188-HGMLP,52,Medium,0.5237,54,Month-to-month,Fiber optic,74.0,Offer a term contract; Add Online Security (incentive)
7789-HKSBS,52,Medium,0.5234,42,One year,Fiber optic,105.2,Add Tech Support
1356-MKYSK,52,Medium,0.5228,6,Month-to-month,DSL,78.65,Offer a term contract
1784-EZDKJ,52,Medium,0.5217,51,One year,Fiber optic,106.8,Add Online Security (incentive); Add Tech Support
1169-WCVAK,52,Medium,0.5213,19,Month-to-month,Fiber optic,88.8,Offer a term contract
0003-MKNFE,52,Medium,0.521,9,Month-to-month,DSL,59.9,Offer a term contract; Add Online Security (incentive)
6549-NNDYT,52,Medium,0.521,13,Month-to-month,DSL,30.85,Offer a term contract; Add Tech Support
0423-UDIJQ,52,Medium,0.5208,9,Month-to-month,DSL,49.2,Offer a term contract; Add Online Security (incentive)
1049-FYSYG,52,Medium,0.5203,17,Month-to-month,DSL,35.65,Offer a term contract; Add Online Security (incentive)
3537-HPKQT,52,Medium,0.5201,55,Month-to-month,Fiber optic,77.75,Offer a term contract; Add Online Security (incentive)
9780-FKVVF,52,Medium,0.5198,6,Month-to-month,DSL,59.15,Offer a term contract; Add Tech Support
3604-WLABM,52,Medium,0.5197,10,Month-to-month,DSL,54.25,Offer a term contract; Add Online Security (incentive)
5074-FBGHB,52,Medium,0.5195,64,One year,Fiber optic,104.65,Add Online Security (incentive)
5651-CPDND,52,Medium,0.5192,10,Month-to-month,DSL,46.0,Offer a term contract; Add Online Security (incentive)
6713-OKOMC,52,Medium,0.519,10,Month-to-month,DSL,29.75,Offer a term contract; Add Tech Support
3946-JEWRQ,52,Medium,0.5187,47,One year,Fiber optic,95.2,Add Online Security (incentive); Add Tech Support
4138-NAXED,52,Medium,0.5185,51,Month-to-month,Fiber optic,81.0,Offer a term contract; Add Online Security (incentive)
5440-VHLUL,52,Medium,0.5185,69,One year,Fiber optic,105.2,Add Online Security (incentive)
2712-SYWAY,52,Medium,0.5185,1,Month-to-month,No,25.7,Offer a term contract; Move to automatic payment
2883-ILGWO,52,Medium,0.5183,57,Month-to-month,Fiber optic,104.9,Offer a term contract; Add Online Security (incentive)
2452-SNHFZ,52,Medium,0.5183,47,Month-to-month,Fiber optic,75.45,Offer a term contract; Add Tech Support
1422-DGUBX,52,Medium,0.5182,32,One year,Fiber optic,79.25,Add Online Security (incentive); Move to automatic payment
8807-ARQET,52,Medium,0.5182,41,Month-to-month,DSL,40.35,Offer a term contract; Add Online Security (incentive)
0929-PECLO,52,Medium,0.518,63,Month-to-month,Fiber optic,89.6,Offer a term contract; Add Online Security (incentive)
2625-TRCZQ,52,Medium,0.5178,51,Month-to-month,DSL,49.65,Offer a term contract; Add Online Security (incentive)
5569-IDSEY,52,Medium,0.5176,71,One year,Fiber optic,105.7,Add Online Security (incentive); Add Tech Support
1849-RJYIG,52,Medium,0.5175,8,Month-to-month,DSL,60.0,Offer a term contract; Add Tech Support
3055-OYMSE,52,Medium,0.5174,53,Month-to-month,Fiber optic,73.8,Offer a term contract; Add Online Security (incentive)
5027-YOCXN,52,Medium,0.5174,51,One year,Fiber optic,110.05,Relationship check-in
9975-SKRNR,52,Medium,0.5173,1,Month-to-month,No,18.9,Offer a term contract; Move to automatic payment
2931-FSOHN,52,Medium,0.517,13,Month-to-month,DSL,59.9,Offer a term contract; Add Online Security (incentive)
9402-CXWPL,52,Medium,0.5167,70,One year,Fiber optic,98.9,Add Online Security (incentive); Add Tech Support
3689-MOZGR,52,Medium,0.5161,29,Month-to-month,DSL,31.2,Offer a term contract; Add Online Security (incentive)
8065-BVEPF,52,Medium,0.5161,65,Month-to-month,Fiber optic,99.1,Offer a term contract; Add Online Security (incentive)
0130-SXOUN,52,Medium,0.5161,66,Month-to-month,Fiber optic,89.4,Offer a term contract; Add Online Security (incentive)
9278-VZKCD,52,Medium,0.5158,52,Month-to-month,Fiber optic,109.1,Offer a term contract; Add Tech Support
1394-SUIUH,52,Medium,0.5154,44,Month-to-month,Fiber optic,85.15,Offer a term contract; Move to automatic payment
7072-MBHEV,52,Medium,0.5154,11,Month-to-month,Fiber optic,78.1,Offer a term contract; Add Online Security (incentive)
1907-YLNYW,52,Medium,0.515,8,Month-to-month,DSL,66.7,Offer a term contract; Add Tech Support
0512-FLFDW,51,Medium,0.5149,60,One year,Fiber optic,100.5,Add Online Security (incentive); Add Tech Support
5022-JNQEQ,51,Medium,0.5148,9,Month-to-month,Fiber optic,75.85,Offer a term contract; Add Online Security (incentive)
4646-QZXTF,51,Medium,0.5148,7,Month-to-month,DSL,81.25,Offer a term contract
1217-VASWC,51,Medium,0.5148,43,One year,Fiber optic,100.55,Add Online Security (incentive); Add Tech Support
2927-QRRQV,51,Medium,0.5147,46,One year,Fiber optic,94.65,Add Online Security (incentive); Add Tech Support
9795-VOWON,51,Medium,0.5142,7,One year,DSL,24.35,Add Online Security (incentive); Add Tech Support
2460-NGXBJ,51,Medium,0.5134,11,Month-to-month,Fiber optic,75.2,Offer a term contract; Add Online Security (incentive)
0970-QXPXW,51,Medium,0.5132,1,Month-to-month,No,19.65,Offer a term contract; Move to automatic payment
2604-XVDAM,51,Medium,0.5129,12,Month-to-month,DSL,43.8,Offer a term contract; Add Online Security (incentive)
6728-VOIFY,51,Medium,0.5127,63,One year,Fiber optic,96.0,Add Online Security (incentive); Add Tech Support
4673-KKSLS,51,Medium,0.5127,31,Month-to-month,Fiber optic,87.6,Offer a term contract; Move to automatic payment
6217-TOWGS,51,Medium,0.5119,17,Month-to-month,DSL,75.4,Offer a term contract; Add Online Security (incentive)
7103-IPXPJ,51,Medium,0.5117,50,One year,Fiber optic,99.4,Add Online Security (incentive); Move to automatic payment
9332-GYWLO,51,Medium,0.5116,6,Month-to-month,DSL,54.85,Offer a term contract; Add Online Security (incentive)
9591-YVTEB,51,Medium,0.5112,55,Month-to-month,DSL,44.85,Offer a term contract; Add Tech Support
2075-RMJIK,51,Medium,0.511,5,Month-to-month,DSL,49.4,Offer a term contract; Add Tech Support
2272-UOINI,51,Medium,0.5108,7,Month-to-month,DSL,78.5,Offer a term contract; Move to automatic payment
0422-UXFAP,51,Medium,0.5107,51,One year,Fiber optic,98.85,Add Online Security (incentive); Add Tech Support
6143-JQKEA,51,Medium,0.5107,10,Month-to-month,DSL,45.8,Offer a term contract; Add Online Security (incentive)
4468-KAZHE,51,Medium,0.5106,20,Month-to-month,DSL,60.0,Offer a term contract; Add Online Security (incentive)
9943-VSZUV,51,Medium,0.5098,67,Month-to-month,Fiber optic,75.7,Offer a term contract; Add Online Security (incentive)
9103-CXVOK,51,Medium,0.5098,1,Month-to-month,No,19.75,Offer a term contract; Move to automatic payment
7748-UMTRK,51,Medium,0.5095,30,Month-to-month,Fiber optic,101.3,Offer a term contract; Add Online Security (incentive)
2782-LFZVW,51,Medium,0.5092,11,Month-to-month,DSL,58.95,Offer a term contract; Add Online Security (incentive)
7853-WNZSY,51,Medium,0.5091,1,Month-to-month,No,19.75,Offer a term contract
3511-APPBJ,51,Medium,0.5089,23,One year,Fiber optic,99.95,Add Tech Support
5136-GFPMB,51,Medium,0.5089,54,Month-to-month,Fiber optic,89.4,Offer a term contract; Add Online Security (incentive)
7251-XFOIL,51,Medium,0.5084,61,Month-to-month,Fiber optic,89.2,Offer a term contract; Add Online Security (incentive)
9833-TGFHX,51,Medium,0.5083,42,One year,Fiber optic,97.1,Add Tech Support; Move to automatic payment
3016-KSVCP,51,Medium,0.5082,29,Month-to-month,DSL,33.75,Offer a term contract; Add Online Security (incentive)
6917-IAYHD,51,Medium,0.5081,1,Month-to-month,DSL,33.6,Offer a term contract; Add Online Security (incentive)
0804-XBFBV,51,Medium,0.5076,11,Month-to-month,DSL,25.2,Offer a term contract; Add Online Security (incentive)
1950-KSVVJ,51,Medium,0.5075,45,One year,Fiber optic,113.3,Move to automatic payment
8547-NSBBO,51,Medium,0.5071,35,Month-to-month,Fiber optic,96.75,Offer a term contract; Move to automatic payment
0463-ZSDNT,51,Medium,0.507,10,Month-to-month,DSL,56.75,Offer a term contract; Add Online Security (incentive)
2475-MROZF,51,Medium,0.5066,30,Month-to-month,Fiber optic,95.0,Offer a term contract
1559-DTODC,51,Medium,0.5065,19,Month-to-month,DSL,25.15,Offer a term contract; Add Online Security (incentive)
6537-OTKMY,51,Medium,0.5064,15,One year,DSL,50.75,Add Online Security (incentive); Add Tech Support
5325-UWTWJ,51,Medium,0.5064,31,Month-to-month,Fiber optic,90.55,Offer a term contract
3858-XHYJO,51,Medium,0.5062,40,One year,Fiber optic,105.75,Add Tech Support
0708-LGSMF,51,Medium,0.5055,13,Month-to-month,DSL,65.85,Offer a term contract; Add Tech Support
0247-SLUJI,51,Medium,0.5054,1,Month-to-month,No,19.7,Offer a term contract; Move to automatic payment
1051-GEJLJ,51,Medium,0.5051,2,Month-to-month,No,19.5,Offer a term contract; Move to automatic payment
9873-MNDKV,50,Medium,0.5048,11,Month-to-month,DSL,44.65,Offer a term contract; Add Online Security (incentive)
5447-WZAFP,50,Medium,0.5043,53,One year,Fiber optic,100.3,Add Online Security (incentive); Add Tech Support
5802-ADBRC,50,Medium,0.5042,50,One year,Fiber optic,104.4,Add Tech Support; Move to automatic payment
3845-FXCYS,50,Medium,0.504,2,Month-to-month,No,19.65,Offer a term contract; Move to automatic payment
0330-BGYZE,50,Medium,0.5039,60,One year,Fiber optic,102.5,Add Online Security (incentive); Add Tech Support
2657-VPXTA,50,Medium,0.5038,10,Month-to-month,Fiber optic,88.85,Offer a term contract; Add Online Security (incentive)
8455-HIRAQ,50,Medium,0.5038,8,Month-to-month,DSL,44.45,Offer a term contract; Add Online Security (incentive)
5285-MVEHD,50,Medium,0.5036,56,One year,Fiber optic,105.6,Add Tech Support
8158-WPEZG,50,Medium,0.5034,11,Month-to-month,DSL,35.65,Offer a term contract; Add Online Security (incentive)
6300-BWMJX,50,Medium,0.5033,59,Month-to-month,Fiber optic,93.35,Offer a term contract; Add Online Security (incentive)
4983-CLMLV,50,Medium,0.5032,52,Month-to-month,Fiber optic,102.7,Offer a term contract; Add Online Security (incentive)
8887-IPQNC,50,Medium,0.5031,7,Month-to-month,DSL,44.25,Offer a term contract; Add Online Security (incentive)
0356-ERHVT,50,Medium,0.503,11,Month-to-month,DSL,45.9,Offer a term contract; Add Online Security (incentive)
4957-TREIR,50,Medium,0.5029,3,Month-to-month,DSL,64.4,Offer a term contract
4522-AKYLR,50,Medium,0.5026,13,Month-to-month,DSL,54.8,Offer a term contract; Add Online Security (incentive)
8982-NHAVY,50,Medium,0.5025,27,One year,Fiber optic,100.5,Add Online Security (incentive); Add Tech Support
5243-SAOTC,50,Medium,0.5022,54,Month-to-month,Fiber optic,79.85,Offer a term contract; Add Online Security (incentive)
4118-CEVPF,50,Medium,0.5021,35,One year,Fiber optic,110.8,Relationship check-in
3717-OFRTN,50,Medium,0.5021,1,Month-to-month,No,19.75,Offer a term contract
8095-WANWK,50,Medium,0.5019,10,Month-to-month,DSL,45.25,Offer a term contract; Add Online Security (incentive)
7188-CBBBA,50,Medium,0.5018,65,One year,Fiber optic,95.5,Add Online Security (incentive); Add Tech Support
4109-CYRBD,50,Medium,0.5017,29,Month-to-month,DSL,51.6,Offer a term contract; Add Online Security (incentive)
4010-YLMVT,50,Medium,0.5015,56,Month-to-month,Fiber optic,106.6,Offer a term contract; Add Tech Support
8677-HDZEE,50,Medium,0.5006,56,Month-to-month,Fiber optic,105.45,Offer a term contract; Add Online Security (incentive)
0853-NWIFK,50,Medium,0.5,45,One year,Fiber optic,100.3,Add Tech Support; Move to automatic payment
4003-FUSHP,50,Medium,0.499,19,Month-to-month,DSL,61.55,Offer a term contract; Add Online Security (incentive)
5843-TTHGI,50,Medium,0.4988,18,Month-to-month,DSL,50.0,Offer a term contract; Add Online Security (incentive)
1169-SAOCL,50,Medium,0.4988,49,One year,Fiber optic,106.65,Add Online Security (incentive)
1091-SOZGA,50,Medium,0.4987,56,One year,Fiber optic,99.8,Add Online Security (incentive); Add Tech Support
0621-HJWXJ,50,Medium,0.4977,63,Month-to-month,Fiber optic,81.55,Offer a term contract; Add Online Security (incentive)
1304-BCCFO,50,Medium,0.4976,9,Month-to-month,DSL,70.05,Offer a term contract; Add Online Security (incentive)
8896-BQTTI,50,Medium,0.4975,1,Month-to-month,No,25.0,Offer a term contract; Move to automatic payment
9058-HRZSV,50,Medium,0.4972,65,Month-to-month,Fiber optic,94.4,Offer a term contract; Add Tech Support
8679-LZBMD,50,Medium,0.4972,44,One year,Fiber optic,90.65,Add Online Security (incentive); Add Tech Support
1098-TDVUQ,50,Medium,0.4969,1,Month-to-month,No,19.25,Offer a term contract
8267-KFGYD,50,Medium,0.4969,1,Month-to-month,No,21.05,Offer a term contract; Move to automatic payment
7950-XWOVN,50,Medium,0.4965,11,Month-to-month,DSL,34.7,Offer a term contract; Add Online Security (incentive)
0851-DFJKB,50,Medium,0.4964,15,Month-to-month,DSL,58.95,Offer a term contract; Move to automatic payment
9643-YBLUR,50,Medium,0.4958,9,Month-to-month,DSL,69.05,Offer a term contract; Add Online Security (incentive)
7876-BEUTG,50,Medium,0.4956,15,Month-to-month,DSL,48.8,Offer a term contract; Add Online Security (incentive)
5186-EJEGL,50,Medium,0.4955,9,Month-to-month,DSL,69.5,Offer a term contract; Move to automatic payment
2623-DRYAM,50,Medium,0.4953,70,One year,Fiber optic,101.75,Add Online Security (incentive); Add Tech Support
2270-CHBFN,50,Medium,0.4951,44,Month-to-month,Fiber optic,95.1,Offer a term contract
3584-WKTTW,50,Medium,0.4951,51,One year,Fiber optic,111.55,Move to automatic payment
0916-QOFDP,50,Medium,0.495,14,Month-to-month,Fiber optic,95.8,Offer a term contract; Add Online Security (incentive)
5198-EFNBM,50,Medium,0.495,57,One year,Fiber optic,90.65,Add Online Security (incentive); Add Tech Support
4462-CYWMH,49,Medium,0.4949,62,Month-to-month,Fiber optic,89.8,Offer a term contract; Add Online Security (incentive)
5651-WYIPH,49,Medium,0.4949,18,Month-to-month,DSL,49.85,Offer a term contract; Add Online Security (incentive)
2615-YVMYX,49,Medium,0.4939,71,Month-to-month,Fiber optic,107.5,Offer a term contract; Add Tech Support
2195-VVRJF,49,Medium,0.4938,18,Month-to-month,DSL,59.1,Offer a term contract; Add Tech Support
5630-AHZIL,49,Medium,0.4938,3,Month-to-month,DSL,64.5,Offer a term contract
8564-LDKFL,49,Medium,0.4931,40,One year,Fiber optic,106.0,Add Online Security (incentive); Add Tech Support
8189-HBVRW,49,Medium,0.4928,53,Month-to-month,Fiber optic,90.8,Offer a term contract; Add Tech Support
0575-CUQOV,49,Medium,0.4925,60,One year,Fiber optic,97.95,Add Online Security (incentive); Add Tech Support
5968-XQIVE,49,Medium,0.4923,72,One year,Fiber optic,89.7,Add Online Security (incentive); Add Tech Support
6807-SIWJI,49,Medium,0.492,38,One year,Fiber optic,104.85,Add Tech Support; Move to automatic payment
2144-BFDSO,49,Medium,0.4918,50,Month-to-month,Fiber optic,108.75,Offer a term contract; Add Tech Support
1853-ARAAQ,49,Medium,0.4916,26,Month-to-month,DSL,50.35,Offer a term contract; Add Online Security (incentive)
2673-CXQEU,49,Medium,0.4915,56,One year,Fiber optic,110.5,Add Tech Support; Move to automatic payment
3090-LETTY,49,Medium,0.4911,2,Month-to-month,DSL,60.95,Offer a term contract; Add Tech Support
0237-YFUTL,49,Medium,0.4904,50,Month-to-month,Fiber optic,109.65,Offer a term contract
9233-PSYHO,49,Medium,0.4903,45,One year,Fiber optic,100.15,Add Online Security (incentive); Add Tech Support
7134-MJPDY,49,Medium,0.4902,66,One year,Fiber optic,102.85,Add Online Security (incentive)
2924-KHUVI,49,Medium,0.4902,56,One year,Fiber optic,100.55,Add Tech Support; Move to automatic payment
7203-OYKCT,49,Medium,0.4901,72,One year,Fiber optic,104.95,Add Online Security (incentive); Add Tech Support
9701-CDXHR,49,Medium,0.4897,51,Month-to-month,Fiber optic,69.15,Offer a term contract; Add Online Security (incentive)
2709-UQGNP,49,Medium,0.4896,10,Month-to-month,DSL,51.65,Offer a term contract; Add Tech Support
7041-TXQJH,49,Medium,0.4892,37,Month-to-month,DSL,40.2,Offer a term contract; Add Online Security (incentive)
7537-CBQUZ,49,Medium,0.4889,63,Month-to-month,Fiber optic,109.4,Offer a term contract; Add Tech Support
5215-LNLDJ,49,Medium,0.4888,7,Month-to-month,DSL,24.7,Offer a term contract; Add Online Security (incentive)
3528-HFRIQ,49,Medium,0.4887,71,Month-to-month,DSL,52.3,Offer a term contract; Add Online Security (incentive)
5443-SCMKX,49,Medium,0.4883,58,One year,Fiber optic,94.3,Add Online Security (incentive); Add Tech Support
8755-IWJHN,49,Medium,0.4883,69,Month-to-month,Fiber optic,95.35,Offer a term contract; Add Online Security (incentive)
1170-SASML,49,Medium,0.4875,69,Month-to-month,Fiber optic,85.4,Offer a term contract; Add Online Security (incentive)
1015-OWJKI,49,Medium,0.4874,1,Month-to-month,No,19.05,Offer a term contract; Move to automatic payment
6344-SFJVH,49,Medium,0.4874,20,Month-to-month,DSL,24.9,Offer a term contract; Add Online Security (incentive)
0691-NIKRI,49,Medium,0.4874,40,One year,Fiber optic,105.95,Add Online Security (incentive)
8124-NZVGJ,49,Medium,0.4871,6,One year,DSL,49.25,Add Online Security (incentive); Move to automatic payment
6952-OMNWB,49,Medium,0.4869,68,Month-to-month,Fiber optic,80.35,Offer a term contract; Add Online Security (incentive)
9323-HGFWY,49,Medium,0.4864,27,One year,Fiber optic,101.9,Relationship check-in
0898-XCGTF,49,Medium,0.4863,61,One year,Fiber optic,96.5,Add Online Security (incentive); Add Tech Support
2432-TFSMK,49,Medium,0.4861,18,One year,Fiber optic,89.6,Add Online Security (incentive); Add Tech Support
6789-HJBWG,49,Medium,0.486,12,Month-to-month,DSL,49.4,Offer a term contract; Add Online Security (incentive)
1379-FRVEB,49,Medium,0.4859,15,Month-to-month,Fiber optic,91.0,Offer a term contract; Add Online Security (incentive)
1370-GGAWX,49,Medium,0.4858,46,One year,Fiber optic,94.15,Add Online Security (incentive); Add Tech Support
8985-OOPOS,49,Medium,0.4854,1,One year,DSL,74.1,Add Online Security (incentive)
8952-WCVCD,49,Medium,0.4852,41,One year,Fiber optic,104.45,Add Tech Support
6647-ZEDXT,48,Medium,0.4843,30,One year,Fiber optic,110.45,Add Online Security (incentive)
6383-ZTSIW,48,Medium,0.4841,39,One year,Fiber optic,99.1,Add Tech Support; Move to automatic payment
8992-CEUEN,48,Medium,0.484,1,Month-to-month,No,18.85,Offer a term contract; Move to automatic payment
0899-WZRSD,48,Medium,0.4837,56,Month-to-month,Fiber optic,105.35,Offer a term contract; Move to automatic payment
9079-LWTFD,48,Medium,0.483,47,Month-to-month,Fiber optic,100.75,Offer a term contract; Move to automatic payment
1986-PHGZF,48,Medium,0.483,18,Month-to-month,DSL,58.4,Offer a term contract; Add Tech Support
2692-PFYTJ,48,Medium,0.4829,1,Month-to-month,No,25.75,Offer a term contract; Move to automatic payment
4291-HPAXL,48,Medium,0.4824,1,Month-to-month,No,19.85,Offer a term contract; Move to automatic payment
5402-HTOTQ,48,Medium,0.4823,16,Month-to-month,DSL,55.3,Offer a term contract; Add Online Security (incentive)
9475-NNDGC,48,Medium,0.4823,71,One year,Fiber optic,113.15,Add Online Security (incentive)
7661-CPURM,48,Medium,0.4822,19,One year,Fiber optic,87.7,Add Online Security (incentive)
2480-EJWYP,48,Medium,0.4822,58,One year,Fiber optic,97.8,Add Online Security (incentive); Add Tech Support
6942-LBFDP,48,Medium,0.4817,2,Month-to-month,No,20.55,Offer a term contract; Move to automatic payment
4869-EPIUS,48,Medium,0.4814,56,One year,Fiber optic,80.9,Add Online Security (incentive); Add Tech Support
9708-KFDBY,48,Medium,0.4811,1,Month-to-month,No,20.55,Offer a term contract
5945-AZYHT,48,Medium,0.481,71,One year,Fiber optic,109.6,Add Tech Support; Move to automatic payment
7821-DPRQE,48,Medium,0.4807,68,Month-to-month,Fiber optic,107.7,Offer a term contract; Move to automatic payment
3807-XHCJH,48,Medium,0.4807,1,Month-to-month,No,20.0,Offer a term contract; Move to automatic payment
5334-JLAXU,48,Medium,0.4805,60,Month-to-month,Fiber optic,94.1,Offer a term contract; Add Tech Support
4918-FYJNT,48,Medium,0.4802,55,Month-to-month,Fiber optic,90.45,Offer a term contract; Add Online Security (incentive)
6797-UCJHZ,48,Medium,0.4801,66,One year,Fiber optic,104.6,Add Online Security (incentive); Add Tech Support
7966-YOTQW,48,Medium,0.4797,10,Month-to-month,DSL,54.5,Offer a term contract; Add Tech Support
1360-JYXKQ,48,Medium,0.4796,54,One year,Fiber optic,99.1,Add Online Security (incentive); Move to automatic payment
4672-FOTSD,48,Medium,0.4796,12,Month-to-month,DSL,67.25,Offer a term contract; Move to automatic payment
